1;	BCD-Template-Server-Package
511;	Microsoft-OneCore-UpdateAgent-ExtUpdateSupport-Package
512;	Microsoft-OneCore-UpdatePolicy-Package
513;	Microsoft-OneCore-Upfc-Package
514;	Microsoft-OneCore-UserDataAccess-merged-Package
515;	Microsoft-OneCore-UserDataAccess-Package
516;	Microsoft-OneCore-Verifier-Package
517;	Microsoft-OneCore-VHD-merged-Package
518;	Microsoft-OneCore-VHD-Package
519;	Microsoft-OneCore-VHD-WOW64-Package
520;	Microsoft-OneCore-VirtualizationBasedSecurity-Package
521;	Microsoft-OneCore-VisualElementDataModel-Package
522;	Microsoft-OneCore-WaaSAssessment-Package
523;	Microsoft-OneCore-WaaSMedic-Package
524;	Microsoft-OneCore-Wallet-Package
525;	Microsoft-OneCore-WalletService-Package
526;	Microsoft-OneCore-WebService-Package
527;	Microsoft-OneCore-WebService-WOW64-Package
528;	Microsoft-OneCore-Wer-merged-Package
529;	Microsoft-OneCore-Wer-Package
530;	Microsoft-OneCore-Wer-WOW64-merged-Package
531;	Microsoft-OneCore-Wer-WOW64-Package
532;	Microsoft-OneCore-WindowManagement-Package
533;	Microsoft-OneCore-WinHttp-Management-Package
534;	Microsoft-OneCore-WinNat-Package
535;	Microsoft-OneCore-WinRT-Core-Package
536;	Microsoft-OneCore-WSD-Full-Package
537;	Microsoft-OneCore-WSD-Package
538;	Microsoft-OneCore-WWA-Package
539;	Microsoft-OneCore-x86-merged-Package
540;	Microsoft-OneCore-x86-Package
541;	Microsoft-OneCore-ZipContainer-Package
542;	Microsoft-OneCoreUAP-International-Package
543;	Microsoft-OneCoreUAP-Power-EnergyEfficiency-Package
544;	Microsoft-OneCoreUap-RemoteDesktopServices-Drivers-Package
545;	Microsoft-OneCoreUAP-ServerManager-Migration-Opt-Package
546;	Microsoft-OneCoreUAP-ServerManager-Migration-Opt-WOW64-Package
547;	Microsoft-OneCoreUAP-Tracing-WinRT-Package
548;	Microsoft-PCShell-merged-Package
549;	Microsoft-PCShell-Package
550;	Microsoft-PowerShell-DSC-PullServer-Package
551;	Microsoft-Server-SDP-Core-Package
552;	Microsoft-Server-SDP-OptionalFeature-Package
553;	Microsoft-Server-SruMon-Core-Package
554;	Microsoft-ServerCore-ShellLauncher-Package
555;	Microsoft-ShellCommon-BottomClean-Package
556;	Microsoft-ShellCommon-Layer-Data-Package
557;	Microsoft-ShellCommon-merged-Package
558;	Microsoft-ShellCommon-Package
559;	Microsoft-ShellCommon-SearchApp-Package
560;	Microsoft-Shielded-VM-BootOS-merged-Package
561;	Microsoft-Shielded-VM-BootOS-Package
562;	Microsoft-Shielded-VM-BootOS-WIM-Package
563;	Microsoft-Shielded-VM-Service-Package
564;	Microsoft-Shielded-VM-Tools-Core-merged-Package
565;	Microsoft-Shielded-VM-Tools-Core-Package
566;	Microsoft-Shielded-VM-Tools-GUI-Package
567;	Microsoft-Shielded-VM-Tools-Package
568;	Microsoft-Shielded-VM-Tools-PowerShell-Package
569;	Microsoft-TlsSessionTicketKey-PSH-Cmdlets-Package
570;	Microsoft-Tpm-PSH-Cmdlets-Package
571;	Microsoft-Unified-Telemetry-Client-Settings-WindowsServer-Package
572;	Microsoft-Windows-3DAudio-HrtfData-Package
573;	Microsoft-Windows-Accessibility-Braille-Package
574;	Microsoft-Windows-AclUI-Package
575;	Microsoft-Windows-ADSI-Package
576;	Microsoft-Windows-AfUnix-Package
577;	Microsoft-Windows-AfUnix-WOW64-Package
578;	Microsoft-Windows-AllJoyn-Package
579;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-ComputeCore-Package
580;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-ComputeLegacy-Package
581;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-ComputeNetwork-Package
582;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-ComputeStorage-Package
583;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-DeviceVirtualization-Package
584;	Microsoft-Windows-ApiSetSchemaExtension-HyperV-IsolatedVM-Package
585;	Microsoft-Windows-ApiSetSchemaExtension-Servicing-Stack-Package
586;	Microsoft-Windows-ApplicationFrame-Package
587;	Microsoft-Windows-AppManagement-AppV-Package
588;	Microsoft-Windows-AppManagement-AppV-WOW64-Package
589;	Microsoft-Windows-AppManagement-Common-Package
590;	Microsoft-Windows-AppManagement-Common-WOW64-Package
591;	Microsoft-Windows-AppManagement-UEV-Package
592;	Microsoft-Windows-AppManagement-UEV-WOW64-Package
593;	Microsoft-Windows-AppReadiness-Package
594;	Microsoft-Windows-AppServer-OptGroup-merged-Package
595;	Microsoft-Windows-AppServer-OptGroup-Package
596;	Microsoft-Windows-AppServer-OptGroup-WOW64-Package
597;	Microsoft-Windows-APPXDeployment-merged-Package
598;	Microsoft-Windows-APPXDeployment-Package
599;	Microsoft-Windows-AuthManager-OC-Package
600;	Microsoft-Windows-AuthManager-Package
601;	Microsoft-Windows-BackgroundBrokers-Group-Package
602;	Microsoft-Windows-BackgroundExecution-Group-Package
603;	Microsoft-Windows-Basic-Http-Minio-Package
604;	Microsoft-Windows-Basic-Http-Minio-WOW64-Package
605;	Microsoft-Windows-BestPractices-PSH-Cmdlets-Package
606;	Microsoft-Windows-BioEnrollment-UX-Package
607;	Microsoft-Windows-BiometricFramework-Package
608;	Microsoft-Windows-Biometrics-Package
609;	Microsoft-Windows-Bitlocker-Network-Unlock-Package
610;	Microsoft-Windows-BITSExtensions-Server-Package
611;	Microsoft-Windows-BITSExtensions-Server-UI-Package
612;	Microsoft-Windows-BLB-Online-Backup-Package
613;	Microsoft-Windows-BLB-Package
614;	Microsoft-Windows-BLB-UI-Package
615;	Microsoft-Windows-BootEnv-Fonts-Package
616;	Microsoft-Windows-BootEnvironment-BootManagers-Package
617;	Microsoft-Windows-BootEnvironment-Core-Group-Package
618;	Microsoft-Windows-BootEvent-Collector-Opt-Package
619;	Microsoft-Windows-BootEvent-Collector-Package
620;	Microsoft-Windows-Branding-ServerDatacenter-Package
621;	Microsoft-Windows-Browser-Brokers-Package
622;	Microsoft-Windows-Browser-Package
623;	Microsoft-Windows-BuildFlighting-Package
624;	Microsoft-Windows-CAPI2-test-root-Package-ds-Package
625;	Microsoft-Windows-CAPI2-test-root-Package-ds-WOW64-Package
626;	Microsoft-Windows-Casting-Platform-merged-Package
627;	Microsoft-Windows-Casting-Platform-Package
628;	Microsoft-Windows-CCFFilter-Package
629;	Microsoft-Windows-CleanMgr-Package
630;	Microsoft-Windows-ClearTypeTuner-Package
631;	Microsoft-Windows-Client-Wired-Network-Drivers-Package
632;	Microsoft-Windows-CmdLineHelp-Package
633;	Microsoft-Windows-COM-DTC-Management-Group-Package
634;	Microsoft-Windows-COM-DTC-Management-Group-WOW64-Package
635;	Microsoft-Windows-COM-MSMQ-Package
636;	Microsoft-Windows-ComDTC-merged-Package
637;	Microsoft-Windows-ComDTC-Package
638;	Microsoft-Windows-Common-DriverClasses-merged-Package
639;	Microsoft-Windows-Common-DriverClasses-Package
640;	Microsoft-Windows-Common-Drivers-merged-Package
641;	Microsoft-Windows-Common-Drivers-Package-windows-Package
642;	Microsoft-Windows-Common-Drivers-Package
643;	Microsoft-Windows-Common-Foundation-Package
644;	Microsoft-Windows-Common-Modem-Drivers-Package
645;	Microsoft-Windows-Common-Utilities-Package
646;	Microsoft-Windows-ComPlus-MMC-Package
647;	Microsoft-Windows-Composable-DesktopHosting-merged-Package
648;	Microsoft-Windows-Composable-DesktopHosting-Package
649;	Microsoft-Windows-Composable-Switcher-merged-Package
650;	Microsoft-Windows-Composable-Switcher-Package
651;	Microsoft-Windows-ComputerManagerLauncher-Package
652;	Microsoft-Windows-ConfigCI-Onecore-Package
653;	Microsoft-Windows-ConfigCI-Onecore-WOW64-Package
654;	Microsoft-Windows-ConfigCI-Package
655;	Microsoft-Windows-Console-Host-Full-merged-Package
656;	Microsoft-Windows-Console-Host-Full-Package
657;	Microsoft-Windows-Console-Host-Full-WOW64-Package
658;	Microsoft-Windows-ContinuousBackgroundTaskPolicy-Package
659;	Microsoft-Windows-CoreSystem-BootableSKU-Drivers-Physical-Package
660;	Microsoft-Windows-CoreSystem-BootEnv-merged-Package
661;	Microsoft-Windows-CoreSystem-BootEnv-Package
662;	Microsoft-Windows-CoreSystem-CDFS-Package
663;	Microsoft-Windows-CoreSystem-ClassExtensions-Package
664;	Microsoft-Windows-CoreSystem-CredSSP-Package
665;	Microsoft-Windows-CoreSystem-CredSSP-WOW64-Package
666;	Microsoft-Windows-CoreSystem-CryptoCat-Service-Package
667;	Microsoft-Windows-CoreSystem-DebugTransports-base-Package
668;	Microsoft-Windows-CoreSystem-DebugTransports-drivers-Package
669;	Microsoft-Windows-CoreSystem-DebugTransports-merged-Package
670;	Microsoft-Windows-CoreSystem-DebugTransports-Package
671;	Microsoft-Windows-CoreSystem-FileSys-Util-Package
672;	Microsoft-Windows-CoreSystem-FileSys-Util-WOW64-Package
673;	Microsoft-Windows-CoreSystem-InitMachineConfig-Package
674;	Microsoft-Windows-CoreSystem-ManagementTools-Providers-Package
675;	Microsoft-Windows-CoreSystem-merged-Package
676;	Microsoft-Windows-CoreSystem-MSF-Core-Multimedia-Package
677;	Microsoft-Windows-CoreSystem-MSF-Core-Multimedia-WOW64-Package
678;	Microsoft-Windows-CoreSystem-MSF-Core-Package
679;	Microsoft-Windows-CoreSystem-MSXML6-Package
680;	Microsoft-Windows-CoreSystem-MSXML6-WOW64-Package
681;	Microsoft-Windows-CoreSystem-Package
682;	Microsoft-Windows-CoreSystem-PerfCounter-merged-Package
683;	Microsoft-Windows-CoreSystem-PerfCounter-Package
684;	Microsoft-Windows-CoreSystem-Power-Cmdline-Package
685;	Microsoft-Windows-CoreSystem-Power-Tools-merged-Package
686;	Microsoft-Windows-CoreSystem-Power-Tools-Package
687;	Microsoft-Windows-CoreSystem-RemoteFS-Client-Package
688;	Microsoft-Windows-CoreSystem-RemoteFS-Client-WOW64-Package
689;	Microsoft-Windows-CoreSystem-RemoteFS-Package
690;	Microsoft-Windows-CoreSystem-RemoteFS-Server-Package
691;	Microsoft-Windows-CoreSystem-RemoteFS-WOW64-Package
692;	Microsoft-Windows-CoreSystem-Security-Package
693;	Microsoft-Windows-CoreSystem-SecurityVault-Cmd-Package
694;	Microsoft-Windows-CoreSystem-SecurityVault-Package
695;	Microsoft-Windows-CoreSystem-SecurityVault-WOW64-Package
696;	Microsoft-Windows-CoreSystem-ServerManager-Core-Package
697;	Microsoft-Windows-CoreSystem-UMDF-Package
698;	Microsoft-Windows-CoreSystem-UnifiedBPM-Package
699;	Microsoft-Windows-CoreSystem-UnifiedBPM-WOW64-Package
700;	Microsoft-Windows-CoreSystem-UpdateClient-DesktopUpdateSupport-Package
701;	Microsoft-Windows-CoreSystem-VolumeStorage-Package
702;	Microsoft-Windows-CoreSystem-WINNLS-Core-Package
703;	Microsoft-Windows-CoreSystem-WINNLS-Core-WOW64-Package
704;	Microsoft-Windows-CoreSystem-WinTrust-Package
705;	Microsoft-Windows-CoreSystem-WinTrust-WOW64-Package
706;	Microsoft-Windows-CoreSystem-WOW64-merged-Package
707;	Microsoft-Windows-CoreSystem-WOW64-Package
708;	Microsoft-Windows-Cortana-PAL-Desktop-Package
709;	Microsoft-Windows-CredentialProviderFramework-merged-Package
710;	Microsoft-Windows-CredentialProviderFramework-Package
711;	Microsoft-Windows-CredentialProviderFramework-UAP-Package
712;	Microsoft-Windows-CredentialProviderFramework-UAP-WOW64-Package
713;	Microsoft-Windows-CredentialProviderFramework-WOW64-merged-Package
714;	Microsoft-Windows-CredentialProviderFramework-WOW64-Package
715;	Microsoft-Windows-CRT80-Package
716;	Microsoft-Windows-DataCenterBridging-LLDP-Tools-Package
717;	Microsoft-Windows-DataCenterBridging-Opt-Package
718;	Microsoft-Windows-DataCenterBridging-Opt-WOW64-Package
719;	Microsoft-Windows-DataCenterBridging-Package
720;	Microsoft-Windows-DataCenterBridging-WOW64-Package
721;	Microsoft-Windows-DataExchange-Package
722;	Microsoft-Windows-DbgTransports-Package
723;	Microsoft-Windows-Dedup-ChunkLibrary-Package
724;	Microsoft-Windows-Dedup-Package
725;	Microsoft-Windows-DefaultProgramsUI-Package
726;	Microsoft-Windows-Defrag-Package
727;	Microsoft-Windows-Defrag-UI-Package
728;	Microsoft-Windows-DeltaCompression-Package
729;	Microsoft-Windows-DeltaCompression-WOW64-Package
730;	Microsoft-Windows-Deployment-Services-Admin-Pack-Opt-merged-Package
731;	Microsoft-Windows-Deployment-Services-Admin-Pack-Opt-Package
732;	Microsoft-Windows-Deployment-Services-Core-Server-Infrastructure-Feature-Package
733;	Microsoft-Windows-Deployment-Services-Core-Tools-Feature-Package
734;	Microsoft-Windows-Deployment-Services-Deployment-Server-Minkernel-Opt-Package
735;	Microsoft-Windows-Deployment-Services-Deployment-Server-Minkernel-Opt-WOW64-Package
736;	Microsoft-Windows-Deployment-Services-Deployment-Server-Opt-merged-Package
737;	Microsoft-Windows-Deployment-Services-Deployment-Server-Opt-Package
738;	Microsoft-Windows-Deployment-Services-Deployment-Tools-Feature-Package
739;	Microsoft-Windows-Deployment-Services-Minkernel-Package
740;	Microsoft-Windows-Deployment-Services-Minkernel-WOW64-Package
741;	Microsoft-Windows-Deployment-Services-Package
742;	Microsoft-Windows-Deployment-Services-Transport-Server-Opt-merged-Package
743;	Microsoft-Windows-Deployment-Services-Transport-Server-Opt-Package
744;	Microsoft-Windows-Deployment-Services-Transport-Tools-Feature-Package
745;	Microsoft-Windows-Deployment-Services-UI-Package
746;	Microsoft-Windows-Deployment-Services-WOW64-Package
747;	Microsoft-Windows-Desktop-Required-SharedWithServer-Removable-Package
748;	Microsoft-Windows-Desktop-Shared-Drivers-merged-Package
749;	Microsoft-Windows-Desktop-Shared-Drivers-Package
750;	Microsoft-Windows-Desktop-Shared-Drivers-WOW64-Package
751;	Microsoft-Windows-Desktop-Shared-Package
752;	Microsoft-Windows-DesktopAuthBase-Package
753;	Microsoft-Windows-DesktopAuthBase-WOW64-Package
754;	Microsoft-Windows-DesktopFileExplorer-Package
755;	Microsoft-Windows-DeviceGuard-GPEXT-Package
756;	Microsoft-Windows-DeviceHealthAttestation-ServerRole-Package
757;	Microsoft-Windows-DevicePairing-Package
758;	Microsoft-Windows-DeviceSync-Feature-Package
759;	Microsoft-Windows-DeviceUX-Package
760;	Microsoft-Windows-DFSR-ServerEdition-Package
761;	Microsoft-Windows-DHCP-Package
762;	Microsoft-Windows-DHCP-Server-Package
763;	Microsoft-Windows-DHCP-WOW64-Package
764;	Microsoft-Windows-DHCPServer-Tools-Package
765;	Microsoft-Windows-DhcpServerRole-Package
766;	Microsoft-Windows-DiagnosticInfrastructure-Adm-Package
767;	Microsoft-Windows-DiagnosticInfrastructure-Client-Package
768;	Microsoft-Windows-DiagnosticInfrastructure-Client-WOW64-Package
769;	Microsoft-Windows-DiagnosticInfrastructure-Core-Package
770;	Microsoft-Windows-DiagnosticInfrastructure-Core-WOW64-Package
771;	Microsoft-Windows-DiagnosticInfrastructure-Server-merged-Package
772;	Microsoft-Windows-DiagnosticInfrastructure-Server-Package
773;	Microsoft-Windows-DiagnosticInfrastructure-Server-WOW64-merged-Package
774;	Microsoft-Windows-DiagnosticInfrastructure-Server-WOW64-Package
775;	Microsoft-Windows-DiagnosticsHub-StandardCollector-Package
776;	Microsoft-Windows-DiagnosticsHub-StandardCollector-WOW64-Package
777;	Microsoft-Windows-DIMS-Package
778;	Microsoft-Windows-DirectInput-Package
779;	Microsoft-Windows-DirectMusic-Package
780;	Microsoft-Windows-DirectoryServices-ADAM-Snapins-Admin-Package
781;	Microsoft-Windows-DirectoryServices-ADAM-Snapins-Group-Package
782;	Microsoft-Windows-DirectoryServices-ADAM-SrvFnd-Package
783;	Microsoft-Windows-DirectoryServices-ADAM-Tools-Opt-merged-Package
784;	Microsoft-Windows-DirectoryServices-ADAM-Tools-Opt-Package
785;	Microsoft-Windows-DirectoryServices-ADAM-Tools-Package
786;	Microsoft-Windows-DirectoryServices-AdministrativeCenter-Package
787;	Microsoft-Windows-DirectoryServices-DomainController-SrvFnd-Package
788;	Microsoft-Windows-DirectoryServices-DomainController-Tools-Package
789;	Microsoft-Windows-DirectoryServices-ISM-Smtp-Package
790;	Microsoft-Windows-DirectPlay-OC-Opt-Package
791;	Microsoft-Windows-DirectPlay-OC-Opt-WOW64-Package
792;	Microsoft-Windows-DirectPlay-OC-Package
793;	Microsoft-Windows-DirectPlay-OC-WOW64-Package
794;	Microsoft-Windows-DirectPlay-Package
795;	Microsoft-Windows-DirectShowAsf-Package
796;	Microsoft-Windows-DirectUI-SplitResources-Package
797;	Microsoft-Windows-Disk-Diagnosis-merged-Package
798;	Microsoft-Windows-Disk-Diagnosis-Package
799;	Microsoft-Windows-Disk-Failure-Diagnosis-Group-Package
800;	Microsoft-Windows-DiskIo-QoS-Package
801;	Microsoft-Windows-DiskQuota-Package
802;	Microsoft-Windows-DisplayControl-Package
803;	Microsoft-Windows-DisplayPolicy-Package
804;	Microsoft-Windows-DNS-Admin-ClientSnapin-merged-Package
805;	Microsoft-Windows-DNS-Admin-ClientSnapin-Package
806;	Microsoft-Windows-DNS-Client-Management-Package
807;	Microsoft-Windows-DNS-Client-Management-WOW64-Package
808;	Microsoft-Windows-DNS-Server-Full-Role-Package
809;	Microsoft-Windows-DNS-Server-Tools-NanoServer-Package
810;	Microsoft-Windows-DNS-Server-Tools-Package
811;	Microsoft-Windows-DNS-UI-Tools-Package
812;	Microsoft-Windows-DXPFeature-Package
813;	Microsoft-Windows-EAPHostCore-Package
814;	Microsoft-Windows-EAS-Package
815;	Microsoft-Windows-EditionPack-Server-Full-Package
816;	Microsoft-Windows-EditionPack-Server-Full-WOW64-Package
817;	Microsoft-Windows-EditionPack-Server-Package
818;	Microsoft-Windows-EditionPack-Server-Roles-Full-Package
819;	Microsoft-Windows-EditionPack-Server-Roles-Package
820;	Microsoft-Windows-EditionPack-Server-WOW64-Package
821;	Microsoft-Windows-EditionPack-ServerDatacenter-Except-ACor-Package
822;	Microsoft-Windows-EditionPack-ServerDatacenter-Package
823;	Microsoft-Windows-Editions-ServerDatacenter-Package
824;	Microsoft-Windows-EditionSpecific-ServerDatacenter-Package
825;	Microsoft-Windows-ELS-Hyphenation-Package
826;	Microsoft-Windows-Embedded-UnifiedWriteFilterCSP-Package
827;	Microsoft-Windows-Enhanced-Storage-Package
828;	Microsoft-Windows-EnhancedStorage-merged-Package
829;	Microsoft-Windows-EnhancedStorage-Opt-Package
830;	Microsoft-Windows-EnhancedStorage-Package
831;	Microsoft-Windows-Enterprise-Desktop-Shared-Package
832;	Microsoft-Windows-Enterprise-Desktop-Shared-WOW64-Package
833;	Microsoft-Windows-EnterpriseClientSync-Server-Package
834;	Microsoft-Windows-Enterprisemgmt-merged-Package
835;	Microsoft-Windows-Enterprisemgmt-Package
836;	Microsoft-Windows-ErrorReporting-Package
837;	Microsoft-Windows-ErrorReportingCore-Package
838;	Microsoft-Windows-ESENT-Package
839;	Microsoft-Windows-EudcEdit-Package
840;	Microsoft-Windows-EventForwarding-Package
841;	Microsoft-Windows-EventLog-Adm-Package
842;	Microsoft-Windows-EventTracingManagement-Package
843;	Microsoft-Windows-EventTracingManagement-WOW64-Package
844;	Microsoft-Windows-EventViewer-Package
845;	Microsoft-Windows-Fabric-Client-Package
846;	Microsoft-Windows-Fabric-ServerCore-Package
847;	Microsoft-Windows-Fabric-Shielded-Tools-Package
848;	Microsoft-Windows-FailoverCluster-AdminPak-Package
849;	Microsoft-Windows-FailoverCluster-AutomationServer-Package
850;	Microsoft-Windows-FailoverCluster-CmdInterface-Package
851;	Microsoft-Windows-FailoverCluster-FullServer-Nano-Package
852;	Microsoft-Windows-FailoverCluster-FullServer-OneCore-Package
853;	Microsoft-Windows-FailoverCluster-FullServer-Package
854;	Microsoft-Windows-FailoverCluster-FullServer-ServerCommon-Package
855;	Microsoft-Windows-FailoverCluster-Mgmt-Nano-Package
856;	Microsoft-Windows-FailoverCluster-Mgmt-Package
857;	Microsoft-Windows-FailoverCluster-PowerShell-Nano-Package
858;	Microsoft-Windows-FailoverCluster-PowerShell-Package
859;	Microsoft-Windows-Fax-Server-Package
860;	Microsoft-Windows-Fax-Server-RSAT-Package
861;	Microsoft-Windows-FCI-Client-Package
862;	Microsoft-Windows-FCI-Client-WOW64-Package
863;	Microsoft-Windows-FileReplication-Package
864;	Microsoft-Windows-FileServer-Core-Package
865;	Microsoft-Windows-FileServer-Package
866;	Microsoft-Windows-FileServer-ServerCore-Package
867;	Microsoft-Windows-FileServerVSSAgent-Package
868;	Microsoft-Windows-FileServerVSSProvider-Package
869;	Microsoft-Windows-FireWall-UI-Package
870;	Microsoft-Windows-FlightSettings-Package
871;	Microsoft-Windows-FlightSettings-WOW64-Package
872;	Microsoft-Windows-FodMetadata-Package
873;	Microsoft-Windows-Foundation-Group-merged-Package
874;	Microsoft-Windows-Foundation-Group-Package
875;	Microsoft-Windows-Foundation-Group-WOW64-Package
876;	Microsoft-Windows-Foundation-Group-x86-merged-Package
877;	Microsoft-Windows-Foundation-Group-x86-Package
878;	Microsoft-Windows-Foundation-Package
879;	Microsoft-Windows-Foundation-x86-Package
880;	Microsoft-Windows-Fsdm-HostProcess-Package
881;	Microsoft-Windows-FSRM-All-Package
882;	Microsoft-Windows-FSRM-Core-base-Package
883;	Microsoft-Windows-FSRM-Core-Package
884;	Microsoft-Windows-FSRM-Infrastructure-base-Package
885;	Microsoft-Windows-FSRM-Infrastructure-Package
886;	Microsoft-Windows-GameUX-Package
887;	Microsoft-Windows-GetMAC-onecore-Package
888;	Microsoft-Windows-GPTools-Package
889;	Microsoft-Windows-GroupPolicy-ClientExtensions-Package
890;	Microsoft-Windows-GroupPolicy-ClientExtensions-WOW64-Package
891;	Microsoft-Windows-GroupPolicy-ClientTools-merged-Package
892;	Microsoft-Windows-GroupPolicy-ClientTools-Package
893;	Microsoft-Windows-GroupPolicy-ClientTools-WOW64-Package
894;	Microsoft-Windows-GroupPolicy-ServerTools-Package
895;	Microsoft-Windows-HardenedFabricEncryptionTask-Package
896;	Microsoft-Windows-Help-Package
897;	Microsoft-Windows-HgsClient-Core-Package
898;	Microsoft-Windows-Host-Guardian-Deployment-merged-Package
899;	Microsoft-Windows-Host-Guardian-Deployment-Package
900;	Microsoft-Windows-Host-Guardian-Package
901;	Microsoft-Windows-HostGuardianService-ServerRole-Package
902;	Microsoft-Windows-HTTP-Ancillary-Package
903;	Microsoft-Windows-HTTP-Package
904;	Microsoft-Windows-HTTP-WOW64-Package
905;	Microsoft-Windows-HyperV-Guest-merged-Package
906;	Microsoft-Windows-HyperV-Guest-Package
907;	Microsoft-Windows-HyperV-Guest-WOW64-Package
908;	Microsoft-Windows-HyperV-OptionalFeature-HypervisorPlatform-Disabled-Package
909;	Microsoft-Windows-HyperV-OptionalFeature-HypervisorPlatform-Package
910;	Microsoft-Windows-HyperV-OptionalFeature-VirtualMachinePlatform-Disabled-Package
911;	Microsoft-Windows-HyperV-OptionalFeature-VirtualMachinePlatform-Package
912;	Microsoft-Windows-HypervisorEnforcedCodeIntegrity-Package
913;	Microsoft-Windows-Hyphenation-Dictionaries-en-Package
914;	Microsoft-Windows-Hyphenation-Dictionaries-ru-Package
915;	Microsoft-Windows-IANA-TZDB-TimeZones-Package
916;	Microsoft-Windows-IAS-Package
917;	Microsoft-Windows-ICS-Package
918;	Microsoft-Windows-Identity-Foundation-Opt-Package
919;	Microsoft-Windows-Identity-Foundation-Package
920;	Microsoft-Windows-IdentityServer-Proxy-Package
921;	Microsoft-Windows-IdentityServer-STS-Core-Package
922;	Microsoft-Windows-IdentityServer-STS-Package
923;	Microsoft-Windows-IE-Troubleshooters-Package
924;	Microsoft-Windows-IIS-WebServer-Core-NanoServer-Package
925;	Microsoft-Windows-IIS-WebServer-Core-Package
926;	Microsoft-Windows-IIS-WebServer-Core-ServerCommon-Package
927;	Microsoft-Windows-IIS-WebServer-Server-Features-Package
928;	Microsoft-Windows-ImageAcquisition-merged-Package
929;	Microsoft-Windows-ImageAcquisition-Package
930;	Microsoft-Windows-IMAPI-Package
931;	Microsoft-Windows-IME-Base-Plus-TableDrivenTextServices-Package
932;	Microsoft-Windows-IME-Inbox-ja-jp-merged-Package
933;	Microsoft-Windows-IME-Inbox-ja-jp-Package
934;	Microsoft-Windows-IME-Inbox-ko-kr-Package
935;	Microsoft-Windows-IME-Inbox-zh-hans-Package
936;	Microsoft-Windows-IME-Inbox-zh-hant-merged-Package
937;	Microsoft-Windows-IME-Inbox-zh-hant-Package
938;	Microsoft-Windows-IME-SMAT-TSF3-Package
939;	Microsoft-Windows-Indeo-Codecs-Package
940;	Microsoft-Windows-Internal-Database-Package
941;	Microsoft-Windows-International-CodePage-Package
942;	Microsoft-Windows-International-KBLayout-Desktop-merged-Package
943;	Microsoft-Windows-International-KBLayout-Desktop-Package
944;	Microsoft-Windows-International-KBLayout-Desktop-WOW64-merged-Package
945;	Microsoft-Windows-International-KBLayout-Desktop-WOW64-Package
946;	Microsoft-Windows-International-KBLayout-Package
947;	Microsoft-Windows-International-KBLayout-WOW64-Package
948;	Microsoft-Windows-Internet-Naming-Service-Package
949;	Microsoft-Windows-Internet-Naming-Tools-Package
950;	Microsoft-Windows-InternetExplorer-merged-Package
951;	Microsoft-Windows-InternetExplorer-Optional-Package
952;	Microsoft-Windows-InternetExplorer-Package
953;	Microsoft-Windows-InternetExplorer-Required-Package
954;	Microsoft-Windows-IP-Address-Management-Client-Package
955;	Microsoft-Windows-IP-Address-Management-Server-Package
956;	Microsoft-Windows-ISCSI-Package
957;	Microsoft-Windows-iSCSITarget-ClusterResource-package
958;	Microsoft-Windows-iSCSITarget-DiskProviders-Package
959;	Microsoft-Windows-iSCSITarget-PowerShell-Package
960;	Microsoft-Windows-iSCSITarget-Service-Package
961;	Microsoft-Windows-IsoBurn-Package
962;	Microsoft-Windows-Kernel-Feature-merged-Package
963;	Microsoft-Windows-Kernel-Feature-Package
964;	Microsoft-Windows-KernelMode-Minimal-Feature-merged-Package
965;	Microsoft-Windows-KernelMode-Minimal-Feature-Package
966;	Microsoft-Windows-Killbits-Package
967;	Microsoft-Windows-Killbits-WOW64-Package
968;	Microsoft-Windows-KpsServer-Package
969;	Microsoft-Windows-L2NA-Package
970;	Microsoft-Windows-LanguageEnablingComponents-Package
971;	Microsoft-Windows-LanguageFeatures-Basic-ba-ru-Package
972;	Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
973;	Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
974;	Microsoft-Windows-LanguageFeatures-Basic-en-us-Package
975;	Microsoft-Windows-LanguageFeatures-Basic-en-us-Package
976;	Microsoft-Windows-LanguageFeatures-Basic-ja-jp-Package
977;	Microsoft-Windows-LanguageFeatures-Basic-ja-jp-Package
978;	Microsoft-Windows-LanguageFeatures-Basic-ru-ru-Package
979;	Microsoft-Windows-LanguageFeatures-Basic-ru-ru-Package
980;	Microsoft-Windows-LanguageFeatures-Basic-sah-ru-Package
981;	Microsoft-Windows-LanguageFeatures-Basic-tt-ru-Package
982;	Microsoft-Windows-LanguageFeatures-Basic-vi-vn-Package
983;	Microsoft-Windows-LanguageFeatures-Basic-vi-vn-Package
984;	Microsoft-Windows-LanguageFeatures-Fonts-Arab-Package
985;	Microsoft-Windows-LanguageFeatures-Fonts-Beng-Package
986;	Microsoft-Windows-LanguageFeatures-Fonts-Cans-Package
987;	Microsoft-Windows-LanguageFeatures-Fonts-Cher-Package
988;	Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package
989;	Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package
990;	Microsoft-Windows-LanguageFeatures-Fonts-Gujr-Package
